CodPedido,DtPedido,CodFilial,CodProduto,Qtd,VlUnit
1452,1605641997,7,202,6,24.97
2347,1605642892,11,114,1,35.49
1701,1605642246,15,251,11,46.53
566,1605641111,15,225,8,96.16
1951,1605642496,5,194,7,54.61
1602,1605642147,1,171,5,52.21
2276,1605642821,6,256,13,88.88
746,1605641291,13,184,2,31.62
1509,1605642054,6,250,7,90.93
1559,1605642104,7,173,8,76.27
1964,1605642509,13,212,13,15.56
685,1605641230,12,239,3,32.92
1185,1605641730,6,129,7,8.44
968,1605641513,5,258,15,36.18
1877,1605642422,1,174,3,23.86
2173,1605642718,5,208,5,76.42
1105,1605641650,11,199,10,90.9
712,1605641257,9,255,13,80.29
2193,1605642738,11,107,3,94.07
1610,1605642155,4,293,1,41.14
977,1605641522,6,133,4,50.47
737,1605641282,6,181,15,97.52
846,1605641391,2,125,6,42.99
1857,1605642402,10,271,3,59.96
519,1605641064,2,260,1,86.56
1408,1605641953,6,202,3,24.97
920,1605641465,11,231,7,14.49
1772,1605642317,3,119,13,10.54
1490,1605642035,5,193,13,65.11
1521,1605642066,2,157,2,11.97
835,1605641380,15,142,2,2.58
1296,1605641841,1,164,7,64.75
1624,1605642169,3,146,9,41.88
1072,1605641617,1,299,10,67.38
522,1605641067,9,214,9,98.17
527,1605641072,7,141,5,87.55
1578,1605642123,12,274,9,89.96
883,1605641428,1,260,6,86.56
1668,1605642213,12,259,6,14.61
2156,1605642701,14,145,4,48.42
1017,1605641562,5,116,11,2.73
2167,1605642712,9,281,14,98.13
2374,1605642919,9,262,10,29.18
1843,1605642388,11,132,2,26.36
1655,1605642200,8,237,6,86.31
1049,1605641594,7,263,7,65.15
1816,1605642361,11,280,12,21.88
1749,1605642294,1,176,8,24.68
1539,1605642084,3,107,4,94.07
2078,1605642623,13,232,15,20.3
1613,1605642158,15,145,8,48.42
1382,1605641927,13,147,3,41.32
986,1605641531,12,256,3,88.88
1223,1605641768,5,150,12,29.78
735,1605641280,13,259,3,14.61
2402,1605642947,5,268,13,71.52
752,1605641297,3,254,1,37.7
1316,1605641861,9,234,12,58.85
918,1605641463,11,243,2,51.68
804,1605641349,8,174,5,23.86
1557,1605642102,6,242,3,10.0
576,1605641121,10,240,15,57.45
2487,1605643032,10,264,6,18.07
943,1605641488,6,191,4,59.04
757,1605641302,13,181,8,97.52
1066,1605641611,2,226,9,86.01
1037,1605641582,12,176,14,24.68
1425,1605641970,15,204,4,11.11
971,1605641516,5,285,13,68.29
2387,1605642932,7,188,13,6.32
736,1605641281,3,225,6,96.16
2248,1605642793,4,243,15,51.68
1407,1605641952,13,259,11,14.61
2345,1605642890,3,150,2,29.78
1409,1605641954,5,166,15,39.75
1622,1605642167,13,280,4,21.88
1297,1605641842,8,233,4,78.18
1586,1605642131,5,160,10,96.85
2265,1605642810,1,207,11,62.27
930,1605641475,3,242,9,10.0
2198,1605642743,12,241,6,13.68
918,1605641463,11,159,8,56.84
1340,1605641885,5,119,12,10.54
1215,1605641760,6,266,3,36.33
749,1605641294,13,259,2,14.61
1965,1605642510,14,258,8,36.18
816,1605641361,8,277,14,15.46
1723,1605642268,13,226,1,86.01
1418,1605641963,11,163,15,87.92
1230,1605641775,10,163,4,87.92
1762,1605642307,1,179,14,10.86
1703,1605642248,12,186,5,26.28
2415,1605642960,15,281,3,98.13
1088,1605641633,5,217,15,52.3
539,1605641084,6,257,4,54.3
1006,1605641551,1,192,4,63.48
1997,1605642542,7,181,2,97.52
1633,1605642178,5,140,2,13.47
2403,1605642948,14,150,2,29.78
1728,1605642273,14,248,6,47.43
2276,1605642821,6,289,5,50.69
1164,1605641709,11,191,9,59.04
967,1605641512,5,230,6,39.81
1467,1605642012,6,210,9,9.34
1789,1605642334,2,227,5,15.67
2204,1605642749,13,114,10,35.49
2128,1605642673,13,197,8,1.46
1080,1605641625,4,209,9,63.47
587,1605641132,14,281,1,98.13
735,1605641280,13,126,7,36.93
2283,1605642828,15,288,3,72.31
1583,1605642128,13,193,4,65.11
2232,1605642777,10,134,4,34.46
2311,1605642856,1,156,4,9.82
1319,1605641864,13,298,8,45.45
1811,1605642356,6,100,13,67.36
1183,1605641728,7,286,4,61.54
1439,1605641984,1,101,15,29.4
534,1605641079,3,203,15,72.99
1706,1605642251,9,218,11,54.56
2151,1605642696,10,161,3,64.81
1097,1605641642,7,201,7,56.63
2188,1605642733,1,206,5,34.73
2133,1605642678,3,121,9,76.12
1170,1605641715,10,129,4,8.44
1596,1605642141,10,282,6,53.2
1949,1605642494,7,228,4,9.22
1853,1605642398,10,208,9,76.42
1281,1605641826,6,249,13,83.81
1561,1605642106,8,208,5,76.42
1552,1605642097,3,127,14,47.03
2055,1605642600,6,252,10,86.99
1875,1605642420,5,111,12,94.61
1586,1605642131,5,181,14,97.52
1171,1605641716,4,286,10,61.54
972,1605641517,15,128,12,21.96
2131,1605642676,5,169,12,15.28
2283,1605642828,15,163,8,87.92
1297,1605641842,8,242,5,10.0
511,1605641056,13,183,1,15.29
1910,1605642455,15,289,11,50.69
1354,1605641899,6,145,13,48.42
2471,1605643016,14,123,8,53.83
2239,1605642784,2,146,6,41.88
1525,1605642070,13,232,8,20.3
1474,1605642019,5,195,4,88.73
1924,1605642469,14,169,4,15.28
637,1605641182,2,296,4,3.17
801,1605641346,13,205,9,61.08
537,1605641082,3,134,12,34.46
1018,1605641563,13,174,9,23.86
2121,1605642666,11,208,3,76.42
2135,1605642680,9,171,12,52.21
766,1605641311,15,232,8,20.3
796,1605641341,15,175,14,25.09
1360,1605641905,9,163,4,87.92
2252,1605642797,15,150,7,29.78
1517,1605642062,3,134,12,34.46
2154,1605642699,10,187,15,84.99
1018,1605641563,13,199,12,90.9
1724,1605642269,8,283,5,49.28
2389,1605642934,12,177,5,37.02
2113,1605642658,9,177,15,37.02
876,1605641421,14,272,4,41.79
2124,1605642669,14,286,7,61.54
1462,1605642007,4,167,7,75.87
1565,1605642110,15,285,3,68.29
1859,1605642404,12,111,8,94.61
1606,1605642151,8,207,12,62.27
1743,1605642288,6,177,1,37.02
549,1605641094,1,164,13,64.75
703,1605641248,10,261,7,57.78
1262,1605641807,6,234,15,58.85
661,1605641206,3,233,15,78.18
1918,1605642463,12,151,2,09.05
1393,1605641938,6,179,5,10.86
951,1605641496,1,192,6,63.48
2029,1605642574,11,266,10,36.33
878,1605641423,6,284,12,13.94
2352,1605642897,13,248,10,47.43
1380,1605641925,12,271,1,59.96
1904,1605642449,10,224,3,67.37
1302,1605641847,2,148,12,83.12
1637,1605642182,10,137,4,95.73
2010,1605642555,14,225,11,96.16
1787,1605642332,1,200,15,26.98
2030,1605642575,14,240,12,57.45
980,1605641525,14,139,2,19.72
1055,1605641600,4,294,11,38.03
2387,1605642932,7,195,13,88.73
1057,1605641602,6,209,2,63.47
1288,1605641833,8,107,9,94.07
630,1605641175,8,207,15,62.27
906,1605641451,4,215,3,10.14
755,1605641300,2,161,6,64.81
2417,1605642962,12,149,4,95.25
853,1605641398,12,162,15,87.37
1615,1605642160,10,113,8,83.21
2471,1605643016,14,281,15,98.13
887,1605641432,1,102,13,84.99
1486,1605642031,5,250,8,90.93
778,1605641323,4,162,12,87.37
2327,1605642872,4,283,10,49.28
1038,1605641583,9,275,15,76.1
1576,1605642121,9,270,5,58.67
1397,1605641942,4,211,7,24.33
1564,1605642109,2,216,4,72.09
1825,1605642370,11,206,3,34.73
632,1605641177,8,277,4,15.46
2441,1605642986,3,258,8,36.18
2468,1605643013,2,216,4,72.09
1089,1605641634,11,167,8,75.87
1408,1605641953,6,270,9,58.67
1846,1605642391,11,281,2,98.13
1752,1605642297,3,159,3,56.84
1462,1605642007,4,282,4,53.2
2080,1605642625,7,159,11,56.84
2315,1605642860,11,193,1,65.11
1267,1605641812,13,202,7,24.97
1408,1605641953,6,225,4,96.16
909,1605641454,1,233,3,78.18
2096,1605642641,4,288,13,72.31
1517,1605642062,3,223,2,34.09
1643,1605642188,8,298,12,45.45
2304,1605642849,8,256,3,88.88
1654,1605642199,12,162,2,87.37
1511,1605642056,3,194,11,54.61
1221,1605641766,9,242,14,10.0
1132,1605641677,5,268,3,71.52
2390,1605642935,2,260,11,86.56
846,1605641391,2,206,3,34.73
1296,1605641841,1,251,7,46.53
2137,1605642682,7,183,13,15.29
1944,1605642489,12,283,6,49.28
1838,1605642383,2,292,1,63.87
2185,1605642730,12,138,14,2.22
1631,1605642176,14,297,13,99.83
2474,1605643019,12,237,10,86.31
1289,1605641834,14,263,13,65.15
1860,1605642405,9,243,9,51.68
1307,1605641852,5,144,13,80.35
2024,1605642569,1,140,5,13.47
2491,1605643036,6,151,3,09.05
972,1605641517,15,199,7,90.9
564,1605641109,9,257,5,54.3
2299,1605642844,13,163,14,87.92
2380,1605642925,14,281,14,98.13
1053,1605641598,13,268,6,71.52
570,1605641115,4,120,11,89.62
778,1605641323,4,109,5,31.19
671,1605641216,13,299,10,67.38
723,1605641268,13,292,6,63.87
1385,1605641930,7,162,4,87.37
1031,1605641576,8,194,8,54.61
582,1605641127,6,248,7,47.43
2188,1605642733,1,272,4,41.79
765,1605641310,13,277,7,15.46
1938,1605642483,5,100,9,67.36
1640,1605642185,2,196,5,46.36
1376,1605641921,8,283,8,49.28
740,1605641285,2,203,4,72.99
1012,1605641557,5,285,13,68.29
2365,1605642910,12,267,4,3.62
1220,1605641765,7,118,11,98.47
667,1605641212,11,284,7,13.94
1880,1605642425,5,225,15,96.16
1346,1605641891,9,281,9,98.13
2029,1605642574,11,114,9,35.49
599,1605641144,4,249,13,83.81
2188,1605642733,1,188,6,6.32
2379,1605642924,4,253,6,81.59
2056,1605642601,1,127,5,47.03
1160,1605641705,5,155,12,72.08
1977,1605642522,10,243,15,51.68
1077,1605641622,14,248,4,47.43
2026,1605642571,9,269,12,17.73
1942,1605642487,7,124,10,59.16
1089,1605641634,11,139,12,19.72
821,1605641366,12,243,5,51.68
1286,1605641831,6,281,13,98.13
1570,1605642115,10,128,7,21.96
1821,1605642366,15,211,5,24.33
1584,1605642129,2,243,8,51.68
1553,1605642098,14,212,3,15.56
1876,1605642421,4,139,1,19.72
1755,1605642300,8,227,9,15.67
1730,1605642275,14,150,12,29.78
1379,1605641924,6,182,13,85.74
614,1605641159,6,192,5,63.48
2290,1605642835,15,133,1,50.47
1613,1605642158,15,139,2,19.72
2008,1605642553,15,242,1,10.0
1440,1605641985,5,152,8,22.29
2381,1605642926,1,204,1,11.11
1238,1605641783,12,259,14,14.61
1563,1605642108,3,183,8,15.29
831,1605641376,4,152,6,22.29
1965,1605642510,14,209,2,63.47
2056,1605642601,1,198,13,1.21
1517,1605642062,3,211,14,24.33
1815,1605642360,4,257,11,54.3
1820,1605642365,2,165,4,23.11
1128,1605641673,1,130,15,80.29
1501,1605642046,14,213,15,4.76
1261,1605641806,6,296,8,3.17
565,1605641110,2,268,6,71.52
2090,1605642635,14,156,7,9.82
2298,1605642843,3,173,1,76.27
699,1605641244,14,231,10,14.49
1066,1605641611,2,298,9,45.45
1878,1605642423,13,164,12,64.75
2287,1605642832,10,256,13,88.88
1024,1605641569,2,146,11,41.88
532,1605641077,10,247,11,82.97
1721,1605642266,15,242,8,10.0
1736,1605642281,13,103,7,10.67
1870,1605642415,15,118,3,98.47
1426,1605641971,1,270,5,58.67
2361,1605642906,9,287,11,25.14
1441,1605641986,14,246,11,92.86
2494,1605643039,8,233,11,78.18
890,1605641435,2,183,12,15.29
615,1605641160,15,207,15,62.27
1347,1605641892,1,259,3,14.61
1474,1605642019,5,278,14,14.19
616,1605641161,7,159,5,56.84
1257,1605641802,4,226,10,86.01
630,1605641175,8,112,10,83.76
624,1605641169,14,242,4,10.0
916,1605641461,5,274,14,89.96
722,1605641267,10,204,10,11.11
2143,1605642688,10,291,10,77.41
989,1605641534,3,214,11,98.17
1762,1605642307,1,119,15,10.54
1290,1605641835,6,260,3,86.56
1405,1605641950,12,102,2,84.99
1528,1605642073,12,153,10,45.14
2080,1605642625,7,150,7,29.78
2435,1605642980,9,104,1,33.21
2122,1605642667,12,193,8,65.11
570,1605641115,4,221,4,82.37
2054,1605642599,15,170,2,54.75
1222,1605641767,9,289,15,50.69
2117,1605642662,4,226,6,86.01
1758,1605642303,3,101,14,29.4
1779,1605642324,14,191,13,59.04
1892,1605642437,9,253,13,81.59
977,1605641522,6,119,11,10.54
776,1605641321,3,239,9,32.92
2365,1605642910,12,172,2,50.62
951,1605641496,1,294,11,38.03
733,1605641278,12,200,6,26.98
2050,1605642595,11,227,7,15.67
1311,1605641856,13,221,11,82.37
2130,1605642675,12,185,12,25.05
1172,1605641717,14,248,13,47.43
680,1605641225,9,294,12,38.03
1089,1605641634,11,201,11,56.63
797,1605641342,3,123,15,53.83
1472,1605642017,8,198,3,1.21
1523,1605642068,4,164,14,64.75
1180,1605641725,9,175,2,25.09
2125,1605642670,9,229,15,57.2
511,1605641056,13,244,14,10.88
1744,1605642289,4,208,15,76.42
2396,1605642941,15,174,13,23.86
540,1605641085,12,284,3,13.94
2087,1605642632,10,291,10,77.41
856,1605641401,4,128,8,21.96
679,1605641224,13,229,8,57.2
2020,1605642565,5,181,15,97.52
1062,1605641607,3,136,2,94.76
2140,1605642685,3,185,1,25.05
1071,1605641616,12,258,6,36.18
1989,1605642534,8,183,8,15.29
1566,1605642111,4,287,4,25.14
2283,1605642828,15,123,5,53.83
1821,1605642366,15,279,9,33.25
675,1605641220,15,294,9,38.03
1538,1605642083,11,189,3,79.93
1711,1605642256,7,298,10,45.45
1355,1605641900,4,295,13,12.24
636,1605641181,9,159,1,56.84
2449,1605642994,5,121,5,76.12
2369,1605642914,5,123,9,53.83
905,1605641450,8,149,3,95.25
2266,1605642811,4,295,11,12.24
1416,1605641961,9,292,7,63.87
908,1605641453,9,269,6,17.73
1391,1605641936,12,111,12,94.61
1413,1605641958,11,124,10,59.16
1436,1605641981,11,233,9,78.18
2064,1605642609,15,146,4,41.88
1336,1605641881,3,193,8,65.11
2204,1605642749,13,146,13,41.88
1378,1605641923,8,248,14,47.43
1828,1605642373,11,126,3,36.93
1596,1605642141,10,247,1,82.97
1525,1605642070,13,211,6,24.33
1684,1605642229,6,282,13,53.2
2474,1605643019,12,216,3,72.09
1752,1605642297,3,131,4,69.74
2310,1605642855,8,207,2,62.27
2149,1605642694,11,199,8,90.9
2369,1605642914,5,194,3,54.61
2156,1605642701,14,255,2,80.29
2328,1605642873,14,123,5,53.83
574,1605641119,7,215,15,10.14
1124,1605641669,14,279,12,33.25
1155,1605641700,10,282,11,53.2
2022,1605642567,12,275,11,76.1
574,1605641119,7,283,4,49.28
1550,1605642095,9,221,15,82.37
664,1605641209,3,276,10,52.66
1289,1605641834,14,124,15,59.16
1254,1605641799,10,242,4,10.0
2473,1605643018,13,209,15,63.47
1129,1605641674,14,143,2,83.5
819,1605641364,3,214,15,98.17
880,1605641425,2,270,3,58.67
2455,1605643000,5,173,12,76.27
551,1605641096,1,271,6,59.96
1084,1605641629,2,151,13,09.05
2087,1605642632,10,298,5,45.45
1581,1605642126,13,249,5,83.81
2405,1605642950,13,145,12,48.42
1402,1605641947,4,205,5,61.08
576,1605641121,10,139,14,19.72
2417,1605642962,12,146,4,41.88
1412,1605641957,14,263,8,65.15
2220,1605642765,8,240,12,57.45
1202,1605641747,3,150,14,29.78
1238,1605641783,12,247,8,82.97
1925,1605642470,9,212,7,15.56
877,1605641422,14,233,1,78.18
1324,1605641869,15,206,7,34.73
2148,1605642693,11,292,6,63.87
1614,1605642159,5,135,6,98.05
1025,1605641570,7,255,15,80.29
939,1605641484,8,263,12,65.15
1776,1605642321,13,103,10,10.67
1901,1605642446,1,113,15,83.21
1454,1605641999,11,177,15,37.02
1470,1605642015,12,274,13,89.96
1064,1605641609,3,231,1,14.49
2068,1605642613,5,218,6,54.56
1954,1605642499,7,298,10,45.45
2369,1605642914,5,192,12,63.48
804,1605641349,8,261,4,57.78
1667,1605642212,10,136,5,94.76
1465,1605642010,5,112,4,83.76
1409,1605641954,5,292,7,63.87
1195,1605641740,15,276,9,52.66
1894,1605642439,1,236,14,4.15
2236,1605642781,5,121,14,76.12
1400,1605641945,14,147,14,41.32
2253,1605642798,14,277,9,15.46
912,1605641457,8,147,14,41.32
655,1605641200,9,240,2,57.45
952,1605641497,15,103,2,10.67
898,1605641443,14,126,3,36.93
1456,1605642001,6,285,7,68.29
1025,1605641570,7,128,15,21.96
1306,1605641851,7,293,7,41.14
1431,1605641976,5,104,8,33.21
2044,1605642589,13,127,5,47.03
1740,1605642285,10,162,2,87.37
2255,1605642800,6,155,8,72.08
2001,1605642546,14,116,12,2.73
1997,1605642542,7,249,14,83.81
2141,1605642686,10,106,9,86.85
772,1605641317,6,140,8,13.47
2088,1605642633,3,128,13,21.96
2036,1605642581,11,184,12,31.62
1661,1605642206,13,222,13,51.74
1361,1605641906,14,279,1,33.25
1623,1605642168,2,214,1,98.17
1880,1605642425,5,143,10,83.5
1131,1605641676,1,294,8,38.03
1383,1605641928,10,293,5,41.14
1870,1605642415,15,282,2,53.2
2326,1605642871,4,123,13,53.83
502,1605641047,15,226,11,86.01
1580,1605642125,5,191,12,59.04
2251,1605642796,9,273,10,20.87
1346,1605641891,9,267,13,3.62
1631,1605642176,14,160,3,96.85
1371,1605641916,1,255,7,80.29
2254,1605642799,14,234,6,58.85
544,1605641089,11,124,6,59.16
796,1605641341,15,255,12,80.29
1071,1605641616,12,289,13,50.69
1741,1605642286,15,208,7,76.42
2479,1605643024,7,252,12,86.99
2327,1605642872,4,219,1,30.23
1887,1605642432,1,187,10,84.99
1097,1605641642,7,248,3,47.43
1799,1605642344,10,287,7,25.14
1874,1605642419,3,257,14,54.3
1397,1605641942,4,274,10,89.96
1400,1605641945,14,284,14,13.94
678,1605641223,4,179,5,10.86
1193,1605641738,12,172,12,50.62
1841,1605642386,2,117,10,88.55
1749,1605642294,1,158,1,24.66
2349,1605642894,9,108,15,38.61
2334,1605642879,10,146,14,41.88
892,1605641437,14,105,5,26.88
2438,1605642983,10,163,1,87.92
2051,1605642596,9,269,4,17.73
1737,1605642282,4,207,14,62.27
1447,1605641992,8,204,11,11.11
2037,1605642582,8,211,4,24.33
2161,1605642706,15,288,15,72.31
2161,1605642706,15,244,7,10.88
2350,1605642895,10,118,15,98.47
1956,1605642501,9,220,14,29.6
1313,1605641858,13,221,13,82.37
1932,1605642477,10,119,13,10.54
1234,1605641779,4,154,7,98.64
1163,1605641708,3,226,8,86.01
598,1605641143,3,281,12,98.13
2376,1605642921,15,100,5,67.36
528,1605641073,2,184,11,31.62
1136,1605641681,11,297,9,99.83
1626,1605642171,13,263,15,65.15
1450,1605641995,11,236,9,4.15
1204,1605641749,7,100,14,67.36
1481,1605642026,1,288,8,72.31
1232,1605641777,15,147,7,41.32
1142,1605641687,8,208,7,76.42
646,1605641191,1,137,14,95.73
593,1605641138,15,266,14,36.33
1177,1605641722,13,187,13,84.99
1810,1605642355,2,277,6,15.46
914,1605641459,15,275,10,76.1
1427,1605641972,1,238,12,32.07
1029,1605641574,7,104,6,33.21
2122,1605642667,12,250,7,90.93
1877,1605642422,1,217,4,52.3
1819,1605642364,8,256,7,88.88
1137,1605641682,3,197,11,1.46
1082,1605641627,1,221,10,82.37
1885,1605642430,15,198,1,1.21
1515,1605642060,13,126,6,36.93
945,1605641490,13,253,3,81.59
2099,1605642644,13,119,10,10.54
996,1605641541,7,190,1,21.46
570,1605641115,4,211,11,24.33
1697,1605642242,11,246,14,92.86
1416,1605641961,9,260,1,86.56
847,1605641392,5,123,7,53.83
2412,1605642957,6,254,10,37.7
1142,1605641687,8,175,4,25.09
1821,1605642366,15,197,12,1.46
696,1605641241,2,241,11,13.68
2258,1605642803,8,227,6,15.67
1571,1605642116,12,165,1,23.11
2104,1605642649,11,291,14,77.41
1486,1605642031,5,148,7,83.12
1439,1605641984,1,214,11,98.17
1350,1605641895,14,272,2,41.79
1556,1605642101,7,289,15,50.69
1440,1605641985,5,237,6,86.31
863,1605641408,6,141,14,87.55
2299,1605642844,13,258,2,36.18
2409,1605642954,8,254,9,37.7
1345,1605641890,5,155,5,72.08
515,1605641060,6,228,12,9.22
505,1605641050,9,299,5,67.38
1902,1605642447,1,120,2,89.62
940,1605641485,15,271,14,59.96
732,1605641277,13,107,15,94.07
1737,1605642282,4,177,7,37.02
1575,1605642120,15,225,10,96.16
1680,1605642225,4,183,9,15.29
1801,1605642346,11,134,3,34.46
690,1605641235,5,145,2,48.42
2116,1605642661,15,174,11,23.86
1132,1605641677,5,296,8,3.17
814,1605641359,1,169,14,15.28
638,1605641183,4,254,10,37.7
1105,1605641650,11,262,13,29.18
918,1605641463,11,184,4,31.62
1977,1605642522,10,225,11,96.16
1982,1605642527,15,159,7,56.84
2458,1605643003,9,215,15,10.14
1789,1605642334,2,141,2,87.55
2343,1605642888,8,240,1,57.45
1016,1605641561,10,299,8,67.38
1845,1605642390,11,266,15,36.33
1251,1605641796,15,297,2,99.83
739,1605641284,11,124,15,59.16
1843,1605642388,11,272,5,41.79
2133,1605642678,3,218,11,54.56
1768,1605642313,15,202,2,24.97
1082,1605641627,1,114,6,35.49
1278,1605641823,7,100,12,67.36
1939,1605642484,8,233,15,78.18
1866,1605642411,5,178,11,62.8
823,1605641368,15,244,10,10.88
563,1605641108,14,160,7,96.85
2266,1605642811,4,252,5,86.99
1466,1605642011,5,174,11,23.86
537,1605641082,3,156,1,9.82
1369,1605641914,13,285,8,68.29
503,1605641048,1,134,3,34.46
838,1605641383,4,266,7,36.33
1630,1605642175,7,133,1,50.47
1131,1605641676,1,105,9,26.88
972,1605641517,15,209,13,63.47
1612,1605642157,2,174,6,23.86
1168,1605641713,11,157,9,11.97
1779,1605642324,14,272,14,41.79
1453,1605641998,8,122,6,7.66
910,1605641455,7,100,4,67.36
1111,1605641656,14,137,10,95.73
1848,1605642393,9,291,8,77.41
1180,1605641725,9,202,1,24.97
793,1605641338,5,155,10,72.08
815,1605641360,7,250,3,90.93
1752,1605642297,3,115,7,93.41
1732,1605642277,7,232,12,20.3
1888,1605642433,1,211,7,24.33
1888,1605642433,1,131,15,69.74
1099,1605641644,15,236,10,4.15
1202,1605641747,3,278,13,14.19
1070,1605641615,15,121,11,76.12
1713,1605642258,1,127,8,47.03
1740,1605642285,10,162,9,87.37
1290,1605641835,6,219,1,30.23
2014,1605642559,9,184,12,31.62
1608,1605642153,2,250,5,90.93
1533,1605642078,12,288,11,72.31
2365,1605642910,12,148,12,83.12
1419,1605641964,12,132,11,26.36
2432,1605642977,13,150,14,29.78
1309,1605641854,7,260,10,86.56
1615,1605642160,10,268,5,71.52
2071,1605642616,14,275,8,76.1
745,1605641290,10,134,7,34.46
644,1605641189,7,256,15,88.88
2498,1605643043,5,280,3,21.88
2039,1605642584,5,165,9,23.11
952,1605641497,15,206,2,34.73
2135,1605642680,9,109,15,31.19
2380,1605642925,14,278,1,14.19
2087,1605642632,10,146,3,41.88
2350,1605642895,10,244,11,10.88
1786,1605642331,7,175,5,25.09
939,1605641484,8,241,4,13.68
1776,1605642321,13,292,9,63.87
2238,1605642783,12,141,15,87.55
1591,1605642136,5,266,13,36.33
566,1605641111,15,257,6,54.3
1171,1605641716,4,233,6,78.18
1006,1605641551,1,170,1,54.75
812,1605641357,15,271,2,59.96
1440,1605641985,5,118,8,98.47
1454,1605641999,11,221,10,82.37
979,1605641524,2,117,3,88.55
1046,1605641591,8,234,3,58.85
783,1605641328,12,149,7,95.25
1155,1605641700,10,155,11,72.08
523,1605641068,5,225,10,96.16
2356,1605642901,4,164,6,64.75
1574,1605642119,10,107,14,94.07
2274,1605642819,13,225,15,96.16
829,1605641374,15,137,3,95.73
1264,1605641809,6,191,15,59.04
2321,1605642866,6,144,10,80.35
1285,1605641830,10,166,5,39.75
1553,1605642098,14,187,4,84.99
1778,1605642323,3,256,14,88.88
1106,1605641651,11,208,6,76.42
1584,1605642129,2,263,13,65.15
1904,1605642449,10,216,1,72.09
1455,1605642000,13,227,5,15.67
1969,1605642514,11,238,8,32.07
2444,1605642989,14,275,13,76.1
934,1605641479,14,105,4,26.88
2177,1605642722,15,221,9,82.37
942,1605641487,1,165,9,23.11
766,1605641311,15,209,8,63.47
1311,1605641856,13,166,3,39.75
2359,1605642904,9,213,3,4.76
2074,1605642619,2,209,12,63.47
968,1605641513,5,186,9,26.28
2207,1605642752,3,289,13,50.69
1752,1605642297,3,233,1,78.18
2465,1605643010,14,208,3,76.42
565,1605641110,2,147,2,41.32
1390,1605641935,15,101,8,29.4
2183,1605642728,13,198,12,1.21
2149,1605642694,11,268,3,71.52
1690,1605642235,9,167,12,75.87
2244,1605642789,9,288,6,72.31
518,1605641063,11,192,10,63.48
747,1605641292,15,196,11,46.36
1802,1605642347,2,132,7,26.36
753,1605641298,15,214,3,98.17
1943,1605642488,12,195,10,88.73
1513,1605642058,6,256,7,88.88
1740,1605642285,10,274,8,89.96
1592,1605642137,1,120,12,89.62
651,1605641196,4,128,11,21.96
1275,1605641820,9,225,12,96.16
2021,1605642566,11,158,5,24.66
1435,1605641980,9,255,10,80.29
1460,1605642005,14,277,10,15.46
596,1605641141,2,187,3,84.99
2022,1605642567,12,281,3,98.13
1889,1605642434,4,263,5,65.15
604,1605641149,10,158,6,24.66
1603,1605642148,1,241,1,13.68
908,1605641453,9,227,6,15.67
2305,1605642850,7,187,15,84.99
1991,1605642536,8,108,1,38.61
1596,1605642141,10,292,5,63.87
569,1605641114,9,284,11,13.94
868,1605641413,3,131,10,69.74
890,1605641435,2,133,6,50.47
1609,1605642154,8,258,7,36.18
1756,1605642301,15,283,5,49.28
754,1605641299,6,298,12,45.45
1041,1605641586,10,132,12,26.36
1346,1605641891,9,139,13,19.72
1938,1605642483,5,170,10,54.75
1837,1605642382,4,191,7,59.04
2206,1605642751,12,224,11,67.37
959,1605641504,14,293,4,41.14
1051,1605641596,11,109,6,31.19
2105,1605642650,6,206,14,34.73
1880,1605642425,5,203,3,72.99
1636,1605642181,6,126,7,36.93
1802,1605642347,2,115,4,93.41
2324,1605642869,5,147,1,41.32
1663,1605642208,11,123,12,53.83
1892,1605642437,9,114,9,35.49
2055,1605642600,6,126,6,36.93
1910,1605642455,15,208,10,76.42
2317,1605642862,13,131,1,69.74
1586,1605642131,5,163,12,87.92
841,1605641386,14,133,2,50.47
1440,1605641985,5,203,9,72.99
1165,1605641710,11,170,5,54.75
1484,1605642029,7,236,4,4.15
2013,1605642558,9,216,13,72.09
893,1605641438,12,125,5,42.99
1607,1605642152,9,241,3,13.68
1134,1605641679,8,152,10,22.29
1961,1605642506,6,271,3,59.96
1619,1605642164,3,205,11,61.08
2002,1605642547,9,234,14,58.85
679,1605641224,13,119,6,10.54
2365,1605642910,12,240,2,57.45
1569,1605642114,2,165,12,23.11
2229,1605642774,5,239,5,32.92
1658,1605642203,3,184,1,31.62
984,1605641529,6,270,15,58.67
579,1605641124,7,143,2,83.5
1404,1605641949,2,105,14,26.88
1234,1605641779,4,243,8,51.68
904,1605641449,4,130,15,80.29
1370,1605641915,9,142,11,2.58
1067,1605641612,14,174,15,23.86
568,1605641113,13,191,10,59.04
1726,1605642271,13,253,11,81.59
810,1605641355,5,232,14,20.3
2073,1605642618,3,147,3,41.32
1503,1605642048,2,252,3,86.99
963,1605641508,13,295,5,12.24
960,1605641505,4,176,9,24.68
1336,1605641881,3,214,8,98.17
1256,1605641801,10,105,9,26.88
1546,1605642091,6,160,7,96.85
1624,1605642169,3,239,15,32.92
1942,1605642487,7,156,8,9.82
959,1605641504,14,177,15,37.02
1046,1605641591,8,145,2,48.42
1769,1605642314,7,249,9,83.81
1571,1605642116,12,277,5,15.46
2055,1605642600,6,147,15,41.32
1286,1605641831,6,250,5,90.93
2488,1605643033,1,100,10,67.36
1112,1605641657,14,242,15,10.0
