CodPedido,DtPedido,CodFilial,CodProduto,Qtd,VlUnit
243,1705641067,12,267,8,63.67
346,1705641170,1,166,1,12.77
306,1705641130,3,154,1,99.99
367,1705641191,8,171,15,2.3
319,1705641143,12,213,6,99.12
251,1705641075,5,181,5,60.26
405,1705641229,10,242,13,94.06
248,1705641072,5,158,5,56.57
296,1705641120,1,109,10,9.3
385,1705641209,4,149,15,77.47
360,1705641184,3,172,1,53.87
229,1705641053,8,165,14,9.18
229,1705641053,8,119,5,68.37
236,1705641060,7,143,4,21.62
410,1705641234,14,247,13,83.07
239,1705641063,3,113,1,71.29
366,1705641190,12,151,4,53.14
347,1705641171,12,280,10,50.18
279,1705641103,5,284,5,78.13
400,1705641224,1,230,11,61.98
270,1705641094,1,276,7,75.72
404,1705641228,5,127,11,53.22
370,1705641194,3,222,12,52.18
223,1705641047,7,209,7,32.73
240,1705641064,5,211,1,40.94
277,1705641101,13,242,8,94.06
346,1705641170,1,286,10,58.95
239,1705641063,3,119,9,68.37
248,1705641072,5,292,15,43.16
351,1705641175,13,257,6,22.5
377,1705641201,1,176,7,16.01
223,1705641047,7,274,12,43.45
247,1705641071,2,175,13,19.55
247,1705641071,2,203,14,4.81
253,1705641077,3,126,2,15.91
243,1705641067,12,197,14,99.46
371,1705641195,9,221,5,21.94
338,1705641162,9,123,5,66.49
354,1705641178,5,157,6,16.61
277,1705641101,13,242,1,94.06
364,1705641188,14,218,12,21.51
306,1705641130,3,287,14,63.56
376,1705641200,3,177,10,26.79
366,1705641190,12,134,10,32.75
406,1705641230,1,173,11,23.96
346,1705641170,1,296,5,69.3
335,1705641159,6,147,9,83.13
292,1705641116,7,293,8,21.49
271,1705641095,15,289,10,40.19
311,1705641135,11,200,15,59.88
333,1705641157,6,293,12,21.49
285,1705641109,1,182,5,55.13
367,1705641191,8,231,4,22.48
222,1705641046,3,289,14,40.19
249,1705641073,11,217,2,35.44
297,1705641121,4,294,13,14.84
395,1705641219,15,124,6,72.69
391,1705641215,11,229,4,54.4
372,1705641196,14,280,3,50.18
328,1705641152,3,105,11,81.99
392,1705641216,10,166,9,12.77
322,1705641146,9,114,13,1.91
289,1705641113,11,269,5,38.28
326,1705641150,2,294,13,14.84
269,1705641093,15,255,14,59.6
333,1705641157,6,247,10,83.07
347,1705641171,12,232,10,91.34
408,1705641232,10,204,7,16.58
401,1705641225,6,196,7,68.38
359,1705641183,5,219,5,97.2
244,1705641068,7,185,9,35.01
373,1705641197,8,297,15,60.9
231,1705641055,7,147,15,83.13
375,1705641199,5,250,2,62.25
288,1705641112,9,216,9,17.93
329,1705641153,13,195,7,68.87
292,1705641116,7,136,14,2.48
385,1705641209,4,179,4,76.73
311,1705641135,11,163,15,63.61
331,1705641155,15,103,9,94.95
314,1705641138,8,232,4,91.34
358,1705641182,14,231,12,22.48
407,1705641231,15,146,11,40.14
285,1705641109,1,104,14,29.3
290,1705641114,15,124,11,72.69
375,1705641199,5,117,13,71.49
270,1705641094,1,189,11,24.4
404,1705641228,5,188,7,31.81
297,1705641121,4,257,11,22.5
297,1705641121,4,129,11,1.88
228,1705641052,14,152,7,2.47
348,1705641172,13,227,12,23.88
287,1705641111,1,152,7,2.47
303,1705641127,8,107,13,94.96
351,1705641175,13,221,3,21.94
375,1705641199,5,145,8,15.03
360,1705641184,3,277,5,79.33
241,1705641065,7,141,9,99.39
352,1705641176,15,226,7,92.99
229,1705641053,8,212,1,94.17
279,1705641103,5,157,10,16.61
301,1705641125,15,124,10,72.69
357,1705641181,5,211,14,40.94
267,1705641091,6,131,5,48.12
366,1705641190,12,294,14,14.84
331,1705641155,15,116,2,12.08
326,1705641150,2,128,8,45.02
356,1705641180,7,271,7,47.14
389,1705641213,15,149,13,77.47
251,1705641075,5,224,8,77.92
279,1705641103,5,292,11,43.16
251,1705641075,5,228,1,6.13
268,1705641092,12,289,15,40.19
309,1705641133,2,296,15,69.3
371,1705641195,9,126,8,15.91
301,1705641125,15,137,2,29.89
269,1705641093,15,280,4,50.18
388,1705641212,7,139,9,47.03
413,1705641237,12,174,14,86.49
261,1705641085,6,179,11,76.73
265,1705641089,10,256,14,5.49
395,1705641219,15,161,13,30.31
385,1705641209,4,224,15,77.92
226,1705641050,13,221,8,21.94
366,1705641190,12,193,15,16.51
227,1705641051,1,225,14,30.48
297,1705641121,4,235,4,14.38
343,1705641167,7,159,6,57.29
282,1705641106,14,153,3,82.86
281,1705641105,6,102,6,43.45
366,1705641190,12,288,4,31.25
224,1705641048,2,179,13,76.73
271,1705641095,15,229,8,54.4
369,1705641193,7,191,12,90.22
235,1705641059,13,113,12,71.29
238,1705641062,15,219,7,97.2
268,1705641092,12,278,10,60.57
290,1705641114,15,172,4,53.87
380,1705641204,2,211,9,40.94
228,1705641052,14,197,15,99.46
285,1705641109,1,224,6,77.92
324,1705641148,2,134,6,32.75
317,1705641141,11,152,8,2.47
379,1705641203,9,153,11,82.86
365,1705641189,14,297,2,60.9
283,1705641107,5,228,3,6.13
332,1705641156,14,257,11,22.5
357,1705641181,5,186,1,14.72
326,1705641150,2,210,1,92.41
274,1705641098,11,122,14,20.53
277,1705641101,13,289,9,40.19
343,1705641167,7,115,10,18.96
236,1705641060,7,145,7,15.03
246,1705641070,7,139,3,47.03
323,1705641147,3,158,15,56.57
291,1705641115,2,102,3,43.45
318,1705641142,10,167,10,88.11
324,1705641148,2,153,13,82.86
310,1705641134,4,282,10,93.91
315,1705641139,13,295,3,24.29
387,1705641211,8,210,2,92.41
228,1705641052,14,269,6,38.28
223,1705641047,7,187,9,58.47
338,1705641162,9,225,9,30.48
376,1705641200,3,290,12,70.85
307,1705641131,12,160,5,11.17
279,1705641103,5,282,14,93.91
286,1705641110,14,188,8,31.81
297,1705641121,4,296,7,69.3
260,1705641084,8,291,10,7.22
231,1705641055,7,202,12,74.98
402,1705641226,10,116,2,12.08
306,1705641130,3,120,2,21.89
304,1705641128,1,212,5,94.17
228,1705641052,14,295,14,24.29
233,1705641057,3,275,10,68.2
304,1705641128,1,239,4,61.14
300,1705641124,11,261,2,74.34
334,1705641158,6,259,6,45.45
363,1705641187,15,125,1,73.09
323,1705641147,3,211,5,40.94
257,1705641081,1,219,15,97.2
349,1705641173,10,118,3,75.8
321,1705641145,15,251,15,44.57
352,1705641176,15,292,8,43.16
315,1705641139,13,218,9,21.51
360,1705641184,3,230,10,61.98
406,1705641230,1,205,10,52.16
327,1705641151,13,228,9,6.13
326,1705641150,2,239,14,61.14
278,1705641102,13,249,12,99.14
349,1705641173,10,268,3,51.51
365,1705641189,14,283,7,35.18
306,1705641130,3,290,8,70.85
286,1705641110,14,243,7,27.51
318,1705641142,10,144,6,75.84
287,1705641111,1,128,8,45.02
227,1705641051,1,205,4,52.16
258,1705641082,2,102,4,43.45
254,1705641078,6,276,15,75.72
337,1705641161,6,254,12,9.94
301,1705641125,15,219,2,97.2
246,1705641070,7,162,10,68.26
364,1705641188,14,281,14,22.01
266,1705641090,8,213,4,99.12
284,1705641108,8,146,10,40.14
237,1705641061,11,163,12,63.61
267,1705641091,6,110,8,24.35
294,1705641118,13,170,12,21.54
281,1705641105,6,188,12,31.81
276,1705641100,13,132,2,36.48
346,1705641170,1,142,7,77.62
321,1705641145,15,248,10,19.71
307,1705641131,12,181,4,60.26
359,1705641183,5,264,12,44.81
367,1705641191,8,120,11,21.89
266,1705641090,8,238,2,40.69
257,1705641081,1,256,1,5.49
235,1705641059,13,137,1,29.89
313,1705641137,7,180,14,98.82
225,1705641049,4,105,15,81.99
282,1705641106,14,143,7,21.62
366,1705641190,12,221,6,21.94
264,1705641088,15,189,4,24.4
401,1705641225,6,256,15,5.49
404,1705641228,5,191,6,90.22
298,1705641122,12,164,14,95.11
279,1705641103,5,237,2,27.79
303,1705641127,8,225,4,30.48
366,1705641190,12,107,11,94.96
344,1705641168,3,226,14,92.99
370,1705641194,3,224,3,77.92
247,1705641071,2,130,2,92.68
234,1705641058,14,129,10,1.88
231,1705641055,7,226,8,92.99
246,1705641070,7,156,15,24.27
294,1705641118,13,297,13,60.9
400,1705641224,1,165,14,9.18
226,1705641050,13,198,3,24.14
280,1705641104,10,171,8,2.3
362,1705641186,10,203,14,4.81
221,1705641045,13,201,13,63.33
247,1705641071,2,232,6,91.34
249,1705641073,11,263,2,52.9
326,1705641150,2,274,3,43.45
370,1705641194,3,121,8,92.92
319,1705641143,12,243,9,27.51
280,1705641104,10,298,8,20.58
289,1705641113,11,181,6,60.26
286,1705641110,14,253,2,31.54
258,1705641082,2,136,14,2.48
283,1705641107,5,211,4,40.94
342,1705641166,15,228,14,6.13
257,1705641081,1,142,2,77.62
262,1705641086,3,179,14,76.73
245,1705641069,9,143,6,21.62
304,1705641128,1,225,6,30.48
246,1705641070,7,213,8,99.12
263,1705641087,3,191,14,90.22
310,1705641134,4,275,14,68.2
302,1705641126,6,129,11,1.88
303,1705641127,8,288,1,31.25
269,1705641093,15,122,10,20.53
240,1705641064,5,212,1,94.17
404,1705641228,5,235,5,14.38
319,1705641143,12,242,12,94.06
223,1705641047,7,128,14,45.02
253,1705641077,3,247,3,83.07
357,1705641181,5,145,12,15.03
396,1705641220,13,262,5,43.26
387,1705641211,8,255,9,59.6
381,1705641205,6,144,15,75.84
412,1705641236,9,252,6,11.98
401,1705641225,6,293,15,21.49
254,1705641078,6,120,5,21.89
381,1705641205,6,232,10,91.34
398,1705641222,8,172,3,53.87
306,1705641130,3,259,1,45.45
345,1705641169,10,150,13,46.91
359,1705641183,5,175,1,19.55
412,1705641236,9,139,10,47.03
233,1705641057,3,200,6,59.88
278,1705641102,13,101,5,55.16
333,1705641157,6,272,9,59.02
373,1705641197,8,273,2,63.76
369,1705641193,7,197,8,99.46
277,1705641101,13,189,2,24.4
233,1705641057,3,246,7,67.99
413,1705641237,12,165,7,9.18
318,1705641142,10,265,5,76.64
359,1705641183,5,163,2,63.61
242,1705641066,8,264,14,44.81
303,1705641127,8,232,9,91.34
334,1705641158,6,176,9,16.01
336,1705641160,7,264,5,44.81
244,1705641068,7,250,5,62.25
247,1705641071,2,280,6,50.18
273,1705641097,11,204,9,16.58
328,1705641152,3,222,11,52.18
269,1705641093,15,225,2,30.48
361,1705641185,12,128,5,45.02
352,1705641176,15,131,15,48.12
238,1705641062,15,104,1,29.3
231,1705641055,7,190,6,58.29
239,1705641063,3,162,15,68.26
304,1705641128,1,225,12,30.48
363,1705641187,15,263,9,52.9
266,1705641090,8,173,10,23.96
381,1705641205,6,129,7,1.88
300,1705641124,11,141,2,99.39
247,1705641071,2,223,11,92.83
233,1705641057,3,190,10,58.29
245,1705641069,9,102,1,43.45
253,1705641077,3,157,13,16.61
228,1705641052,14,122,5,20.53
261,1705641085,6,132,3,36.48
326,1705641150,2,263,7,52.9
228,1705641052,14,202,5,74.98
326,1705641150,2,130,3,92.68
345,1705641169,10,120,13,21.89
222,1705641046,3,258,3,59.17
260,1705641084,8,283,6,35.18
407,1705641231,15,182,1,55.13
348,1705641172,13,270,10,17.63
326,1705641150,2,143,14,21.62
401,1705641225,6,191,10,90.22
314,1705641138,8,119,8,68.37
354,1705641178,5,240,2,81.07
316,1705641140,7,260,9,32.64
239,1705641063,3,274,10,43.45
252,1705641076,2,171,2,2.3
296,1705641120,1,221,13,21.94
318,1705641142,10,154,14,99.99
294,1705641118,13,197,13,99.46
241,1705641065,7,148,11,37.01
227,1705641051,1,197,7,99.46
247,1705641071,2,151,3,53.14
318,1705641142,10,219,5,97.2
324,1705641148,2,281,5,22.01
406,1705641230,1,287,3,63.56
264,1705641088,15,108,12,11.5
259,1705641083,15,265,13,76.64
243,1705641067,12,229,4,54.4
283,1705641107,5,164,6,95.11
372,1705641196,14,155,6,87.86
383,1705641207,13,154,12,99.99
383,1705641207,13,256,12,5.49
352,1705641176,15,218,15,21.51
384,1705641208,12,165,15,9.18
364,1705641188,14,180,4,98.82
236,1705641060,7,119,2,68.37
400,1705641224,1,210,2,92.41
396,1705641220,13,290,7,70.85
304,1705641128,1,174,5,86.49
373,1705641197,8,246,3,67.99
234,1705641058,14,240,7,81.07
285,1705641109,1,166,13,12.77
340,1705641164,4,232,5,91.34
367,1705641191,8,119,12,68.37
335,1705641159,6,218,13,21.51
297,1705641121,4,275,14,68.2
368,1705641192,1,212,6,94.17
372,1705641196,14,175,6,19.55
308,1705641132,10,264,14,44.81
382,1705641206,3,235,4,14.38
232,1705641056,12,272,11,59.02
278,1705641102,13,127,15,53.22
316,1705641140,7,106,13,49.96
323,1705641147,3,188,15,31.81
358,1705641182,14,204,11,16.58
400,1705641224,1,248,11,19.71
249,1705641073,11,107,12,94.96
314,1705641138,8,128,12,45.02
284,1705641108,8,104,3,29.3
313,1705641137,7,282,2,93.91
311,1705641135,11,246,12,67.99
284,1705641108,8,249,8,99.14
397,1705641221,13,185,12,35.01
394,1705641218,6,234,8,55.11
325,1705641149,5,261,1,74.34
281,1705641105,6,175,5,19.55
224,1705641048,2,202,7,74.98
358,1705641182,14,231,11,22.48
241,1705641065,7,137,6,29.89
266,1705641090,8,237,11,27.79
260,1705641084,8,142,8,77.62
286,1705641110,14,114,5,1.91
403,1705641227,5,202,4,74.98
244,1705641068,7,244,12,88.19
340,1705641164,4,231,7,22.48
352,1705641176,15,286,15,58.95
403,1705641227,5,292,15,43.16
337,1705641161,6,257,9,22.5
394,1705641218,6,147,14,83.13
393,1705641217,15,277,15,79.33
312,1705641136,13,172,13,53.87
398,1705641222,8,224,6,77.92
323,1705641147,3,119,12,68.37
252,1705641076,2,120,12,21.89
298,1705641122,12,216,12,17.93
253,1705641077,3,212,14,94.17
274,1705641098,11,126,14,15.91
299,1705641123,12,166,12,12.77
395,1705641219,15,255,15,59.6
266,1705641090,8,265,8,76.64
313,1705641137,7,179,1,76.73
273,1705641097,11,260,4,32.64
221,1705641045,13,119,14,68.37
354,1705641178,5,293,15,21.49
344,1705641168,3,100,15,69.64
227,1705641051,1,173,7,23.96
281,1705641105,6,250,11,62.25
232,1705641056,12,213,7,99.12
297,1705641121,4,244,3,88.19
294,1705641118,13,240,9,81.07
289,1705641113,11,249,3,99.14
285,1705641109,1,124,9,72.69
412,1705641236,9,115,12,18.96
406,1705641230,1,288,4,31.25
351,1705641175,13,223,7,92.83
257,1705641081,1,162,3,68.26
238,1705641062,15,104,14,29.3
389,1705641213,15,295,14,24.29
402,1705641226,10,145,4,15.03
245,1705641069,9,155,13,87.86
329,1705641153,13,276,11,75.72
369,1705641193,7,239,7,61.14
362,1705641186,10,297,1,60.9
267,1705641091,6,229,4,54.4
341,1705641165,7,130,14,92.68
308,1705641132,10,207,14,43.09
372,1705641196,14,156,15,24.27
282,1705641106,14,173,8,23.96
374,1705641198,12,118,13,75.8
274,1705641098,11,174,13,86.49
233,1705641057,3,227,12,23.88
276,1705641100,13,232,7,91.34
356,1705641180,7,259,12,45.45
240,1705641064,5,166,7,12.77
235,1705641059,13,177,15,26.79
277,1705641101,13,282,6,93.91
240,1705641064,5,297,11,60.9
386,1705641210,10,212,7,94.17
242,1705641066,8,296,13,69.3
275,1705641099,7,182,10,55.13
411,1705641235,7,101,5,55.16
289,1705641113,11,295,3,24.29
362,1705641186,10,207,15,43.09
392,1705641216,10,155,2,87.86
378,1705641202,5,286,11,58.95
276,1705641100,13,235,15,14.38
270,1705641094,1,237,10,27.79
380,1705641204,2,228,6,6.13
411,1705641235,7,195,8,68.87
301,1705641125,15,132,1,36.48
288,1705641112,9,188,1,31.81
280,1705641104,10,265,6,76.64
279,1705641103,5,237,9,27.79
229,1705641053,8,265,14,76.64
238,1705641062,15,238,14,40.69
412,1705641236,9,174,3,86.49
254,1705641078,6,122,13,20.53
263,1705641087,3,149,11,77.47
405,1705641229,10,135,5,90.44
273,1705641097,11,139,5,47.03
235,1705641059,13,256,14,5.49
409,1705641233,14,118,2,75.8
370,1705641194,3,185,1,35.01
378,1705641202,5,138,14,39.73
351,1705641175,13,213,4,99.12
231,1705641055,7,240,5,81.07
329,1705641153,13,246,6,67.99
393,1705641217,15,177,1,26.79
345,1705641169,10,277,10,79.33
286,1705641110,14,133,11,62.51
305,1705641129,3,298,9,20.58
279,1705641103,5,279,10,18.04
222,1705641046,3,283,7,35.18
291,1705641115,2,116,2,12.08
275,1705641099,7,233,14,18.99
333,1705641157,6,244,14,88.19
387,1705641211,8,200,12,59.88
311,1705641135,11,299,12,74.39
348,1705641172,13,269,5,38.28
325,1705641149,5,293,1,21.49
363,1705641187,15,211,11,40.94
408,1705641232,10,217,12,35.44
290,1705641114,15,265,13,76.64
356,1705641180,7,159,7,57.29
285,1705641109,1,215,5,39.8
241,1705641065,7,214,2,1.54
297,1705641121,4,136,2,2.48
281,1705641105,6,258,11,59.17
246,1705641070,7,294,10,14.84
250,1705641074,15,246,1,67.99
335,1705641159,6,173,14,23.96
382,1705641206,3,169,11,10.11
376,1705641200,3,221,14,21.94
235,1705641059,13,207,5,43.09
276,1705641100,13,101,3,55.16
407,1705641231,15,188,8,31.81
398,1705641222,8,210,4,92.41
408,1705641232,10,210,7,92.41
397,1705641221,13,249,1,99.14
308,1705641132,10,278,12,60.57
326,1705641150,2,129,9,1.88
330,1705641154,7,161,7,30.31
288,1705641112,9,274,1,43.45
221,1705641045,13,150,4,46.91
374,1705641198,12,155,7,87.86
389,1705641213,15,256,3,5.49
317,1705641141,11,100,13,69.64
261,1705641085,6,116,2,12.08
342,1705641166,15,102,12,43.45
290,1705641114,15,142,11,77.62
349,1705641173,10,120,11,21.89
339,1705641163,9,289,3,40.19
377,1705641201,1,156,1,24.27
243,1705641067,12,122,1,20.53
354,1705641178,5,223,2,92.83
385,1705641209,4,142,9,77.62
388,1705641212,7,206,4,28.95
329,1705641153,13,253,9,31.54
263,1705641087,3,210,13,92.41
341,1705641165,7,113,2,71.29
373,1705641197,8,276,2,75.72
265,1705641089,10,221,1,21.94
266,1705641090,8,127,2,53.22
279,1705641103,5,232,11,91.34
313,1705641137,7,286,15,58.95
319,1705641143,12,238,2,40.69
342,1705641166,15,151,10,53.14
374,1705641198,12,220,15,86.17
294,1705641118,13,201,8,63.33
222,1705641046,3,176,12,16.01
236,1705641060,7,258,7,59.17
363,1705641187,15,291,2,7.22
354,1705641178,5,123,7,66.49
333,1705641157,6,140,2,98.17
312,1705641136,13,124,5,72.69
306,1705641130,3,113,13,71.29
265,1705641089,10,161,13,30.31
226,1705641050,13,120,6,21.89
228,1705641052,14,133,12,62.51
307,1705641131,12,114,1,1.91
367,1705641191,8,277,15,79.33
272,1705641096,11,196,3,68.38
321,1705641145,15,140,12,98.17
391,1705641215,11,240,10,81.07
277,1705641101,13,140,7,98.17
280,1705641104,10,299,4,74.39
413,1705641237,12,139,9,47.03
313,1705641137,7,179,1,76.73
328,1705641152,3,211,4,40.94
371,1705641195,9,266,6,62.93
239,1705641063,3,294,2,14.84
318,1705641142,10,243,10,27.51
325,1705641149,5,216,14,17.93
238,1705641062,15,119,3,68.37
381,1705641205,6,178,4,10.54
406,1705641230,1,189,12,24.4
259,1705641083,15,241,10,67.22
257,1705641081,1,196,7,68.38
343,1705641167,7,145,13,15.03
260,1705641084,8,190,9,58.29
407,1705641231,15,211,8,40.94
326,1705641150,2,209,11,32.73
330,1705641154,7,288,6,31.25
316,1705641140,7,159,1,57.29
269,1705641093,15,290,13,70.85
307,1705641131,12,216,14,17.93
380,1705641204,2,131,6,48.12
277,1705641101,13,147,3,83.13
401,1705641225,6,203,3,4.81
298,1705641122,12,282,4,93.91
309,1705641133,2,115,3,18.96
262,1705641086,3,121,1,92.92
235,1705641059,13,164,14,95.11
319,1705641143,12,235,12,14.38
246,1705641070,7,227,8,23.88
329,1705641153,13,283,10,35.18
245,1705641069,9,165,12,9.18
354,1705641178,5,178,8,10.54
343,1705641167,7,110,15,24.35
263,1705641087,3,251,4,44.57
241,1705641065,7,153,11,82.86
229,1705641053,8,150,12,46.91
263,1705641087,3,138,2,39.73
350,1705641174,12,114,9,1.91
228,1705641052,14,166,9,12.77
324,1705641148,2,123,3,66.49
246,1705641070,7,299,6,74.39
303,1705641127,8,178,14,10.54
312,1705641136,13,213,6,99.12
359,1705641183,5,201,14,63.33
402,1705641226,10,202,2,74.98
303,1705641127,8,202,9,74.98
236,1705641060,7,282,1,93.91
272,1705641096,11,273,13,63.76
354,1705641178,5,196,14,68.38
250,1705641074,15,241,5,67.22
326,1705641150,2,231,14,22.48
263,1705641087,3,229,12,54.4
381,1705641205,6,141,6,99.39
326,1705641150,2,151,14,53.14
284,1705641108,8,188,12,31.81
399,1705641223,9,126,9,15.91
279,1705641103,5,145,14,15.03
381,1705641205,6,281,14,22.01
321,1705641145,15,236,4,99.75
267,1705641091,6,228,14,6.13
316,1705641140,7,217,5,35.44
231,1705641055,7,159,12,57.29
397,1705641221,13,180,10,98.82
367,1705641191,8,207,1,43.09
400,1705641224,1,190,3,58.29
234,1705641058,14,281,2,22.01
236,1705641060,7,271,2,47.14
223,1705641047,7,255,4,59.6
406,1705641230,1,148,15,37.01
413,1705641237,12,108,7,11.5
340,1705641164,4,102,1,43.45
324,1705641148,2,157,10,16.61
317,1705641141,11,224,4,77.92
273,1705641097,11,125,3,73.09
271,1705641095,15,110,8,24.35
234,1705641058,14,170,8,21.54
356,1705641180,7,280,13,50.18
364,1705641188,14,228,11,6.13
239,1705641063,3,269,14,38.28
315,1705641139,13,270,15,17.63
263,1705641087,3,213,14,99.12
355,1705641179,9,215,13,39.8
243,1705641067,12,250,10,62.25
384,1705641208,12,248,1,19.71
405,1705641229,10,263,3,52.9
365,1705641189,14,177,4,26.79
229,1705641053,8,223,4,92.83
334,1705641158,6,119,10,68.37
367,1705641191,8,202,7,74.98
307,1705641131,12,154,1,99.99
295,1705641119,2,195,9,68.87
411,1705641235,7,298,12,20.58
409,1705641233,14,279,14,18.04
278,1705641102,13,226,4,92.99
262,1705641086,3,245,15,69.18
284,1705641108,8,263,1,52.9
410,1705641234,14,199,12,62.93
228,1705641052,14,214,14,1.54
241,1705641065,7,187,12,58.47
245,1705641069,9,265,13,76.64
330,1705641154,7,115,7,18.96
314,1705641138,8,161,3,30.31
324,1705641148,2,174,1,86.49
339,1705641163,9,190,15,58.29
269,1705641093,15,264,2,44.81
306,1705641130,3,137,2,29.89
319,1705641143,12,224,9,77.92
221,1705641045,13,128,10,45.02
283,1705641107,5,144,13,75.84
401,1705641225,6,103,12,94.95
337,1705641161,6,152,14,2.47
353,1705641177,2,178,11,10.54
279,1705641103,5,167,5,88.11
341,1705641165,7,232,1,91.34
222,1705641046,3,239,5,61.14
389,1705641213,15,266,15,62.93
265,1705641089,10,284,4,78.13
360,1705641184,3,205,1,52.16
293,1705641117,6,134,4,32.75
272,1705641096,11,279,11,18.04
264,1705641088,15,122,12,20.53
384,1705641208,12,175,9,19.55
272,1705641096,11,232,10,91.34
251,1705641075,5,287,1,63.56
307,1705641131,12,225,4,30.48
270,1705641094,1,152,3,2.47
282,1705641106,14,148,2,37.01
350,1705641174,12,206,14,28.95
255,1705641079,5,127,7,53.22
385,1705641209,4,115,5,18.96
386,1705641210,10,200,6,59.88
301,1705641125,15,209,13,32.73
325,1705641149,5,266,15,62.93
404,1705641228,5,168,9,50.13
345,1705641169,10,245,11,69.18
343,1705641167,7,128,14,45.02
228,1705641052,14,211,6,40.94
398,1705641222,8,239,13,61.14
294,1705641118,13,213,14,99.12
251,1705641075,5,229,6,54.4
347,1705641171,12,296,14,69.3
263,1705641087,3,136,9,2.48
249,1705641073,11,181,8,60.26
329,1705641153,13,217,7,35.44
293,1705641117,6,267,10,63.67
351,1705641175,13,242,2,94.06
372,1705641196,14,202,1,74.98
351,1705641175,13,293,15,21.49
224,1705641048,2,287,2,63.56
339,1705641163,9,228,9,6.13
371,1705641195,9,296,4,69.3
259,1705641083,15,287,10,63.56
319,1705641143,12,147,3,83.13
377,1705641201,1,268,1,51.51
331,1705641155,15,149,8,77.47
323,1705641147,3,103,5,94.95
296,1705641120,1,190,3,58.29
246,1705641070,7,220,15,86.17
402,1705641226,10,155,1,87.86
351,1705641175,13,233,1,18.99
342,1705641166,15,224,8,77.92
291,1705641115,2,245,10,69.18
222,1705641046,3,165,8,9.18
303,1705641127,8,299,2,74.39
363,1705641187,15,192,13,57.81
396,1705641220,13,131,8,48.12
316,1705641140,7,139,15,47.03
412,1705641236,9,127,10,53.22
303,1705641127,8,177,12,26.79
280,1705641104,10,241,13,67.22
364,1705641188,14,126,3,15.91
309,1705641133,2,147,9,83.13
221,1705641045,13,159,2,57.29
393,1705641217,15,299,6,74.39
222,1705641046,3,121,6,92.92
306,1705641130,3,230,6,61.98
390,1705641214,3,257,1,22.5
412,1705641236,9,215,4,39.8
224,1705641048,2,143,7,21.62
309,1705641133,2,286,5,58.95
240,1705641064,5,263,14,52.9
335,1705641159,6,131,3,48.12
332,1705641156,14,237,12,27.79
398,1705641222,8,168,5,50.13
296,1705641120,1,110,1,24.35
408,1705641232,10,220,15,86.17
407,1705641231,15,254,2,9.94
369,1705641193,7,160,10,11.17
362,1705641186,10,276,9,75.72
315,1705641139,13,150,1,46.91
279,1705641103,5,175,14,19.55
352,1705641176,15,266,1,62.93
391,1705641215,11,119,3,68.37
266,1705641090,8,187,4,58.47
334,1705641158,6,289,5,40.19
409,1705641233,14,170,14,21.54
230,1705641054,13,113,14,71.29
408,1705641232,10,244,12,88.19
370,1705641194,3,119,14,68.37
300,1705641124,11,284,2,78.13
301,1705641125,15,257,7,22.5
277,1705641101,13,196,5,68.38
360,1705641184,3,233,9,18.99
310,1705641134,4,197,4,99.46
222,1705641046,3,282,12,93.91
247,1705641071,2,184,4,60.33
370,1705641194,3,272,9,59.02
249,1705641073,11,130,6,92.68
367,1705641191,8,183,6,62.98
233,1705641057,3,243,6,27.51
283,1705641107,5,151,14,53.14
268,1705641092,12,208,6,48.64
400,1705641224,1,226,15,92.99
299,1705641123,12,205,4,52.16
337,1705641161,6,112,14,27.9
409,1705641233,14,160,13,11.17
360,1705641184,3,136,2,2.48
277,1705641101,13,241,12,67.22
400,1705641224,1,160,5,11.17
315,1705641139,13,299,15,74.39
285,1705641109,1,196,6,68.38
401,1705641225,6,166,12,12.77
377,1705641201,1,257,3,22.5
413,1705641237,12,298,12,20.58
370,1705641194,3,177,9,26.79
409,1705641233,14,203,6,4.81
277,1705641101,13,134,6,32.75
287,1705641111,1,287,9,63.56
391,1705641215,11,245,3,69.18
346,1705641170,1,244,3,88.19
408,1705641232,10,233,9,18.99
308,1705641132,10,101,9,55.16
296,1705641120,1,162,6,68.26
272,1705641096,11,141,8,99.39
377,1705641201,1,133,2,62.51
286,1705641110,14,249,1,99.14
408,1705641232,10,190,13,58.29
284,1705641108,8,193,13,16.51
313,1705641137,7,200,1,59.88
322,1705641146,9,242,6,94.06
328,1705641152,3,194,12,94.84
272,1705641096,11,174,5,86.49
264,1705641088,15,199,12,62.93
318,1705641142,10,177,5,26.79
331,1705641155,15,168,13,50.13
235,1705641059,13,271,14,47.14
372,1705641196,14,297,6,60.9
344,1705641168,3,131,12,48.12
414,1705641238,11,124,5,72.69
269,1705641093,15,230,9,61.98
388,1705641212,7,260,13,32.64
311,1705641135,11,192,4,57.81
270,1705641094,1,260,9,32.64
285,1705641109,1,104,14,29.3
374,1705641198,12,195,1,68.87
333,1705641157,6,176,12,16.01
258,1705641082,2,180,10,98.82
304,1705641128,1,184,14,60.33
256,1705641080,12,224,13,77.92
393,1705641217,15,178,7,10.54
394,1705641218,6,255,1,59.6
227,1705641051,1,104,15,29.3
399,1705641223,9,208,6,48.64
266,1705641090,8,248,6,19.71
405,1705641229,10,278,13,60.57
266,1705641090,8,129,6,1.88
324,1705641148,2,250,7,62.25
254,1705641078,6,184,9,60.33
299,1705641123,12,234,12,55.11
338,1705641162,9,194,6,94.84
